Res2_Phage_F4_1	2797.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	6.0	2.0	2.0	4.0	23.0	53.0	119.0	160.0	280.0	388.0	519.0	695.0	1069.0	1579.0	2411.0	3544.0	5617.0	8447.0	12849.0	19266.0	28868.0	43639.0	65773.0	106635.0	201960.0	867516.0
Res2_Phage_F4_2	2730.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	11.0	22.0	133.0	368.0	851.0	1202.0	1917.0	2772.0	4109.0	5476.0	7334.0	9474.0	12226.0	15360.0	19078.0	23838.0	28557.0	34033.0	39979.0	45652.0	52001.0	57579.0	62617.0	69952.0	86632.0	121002.0	179728.0	489586.0
Res2_Phage_F5_1	19718.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	3.0	2.0	4.0	11.0	39.0	88.0	230.0	427.0	390.0	315.0	365.0	433.0	594.0	902.0	1351.0	2060.0	3161.0	4853.0	7771.0	11908.0	19011.0	29101.0	46448.0	77610.0	153468.0	619434.0
Res2_Phage_F5_2	18892.0	0.0	0.0	1.0	0.0	1.0	3.0	17.0	16.0	49.0	242.0	853.0	1344.0	1245.0	1263.0	1591.0	2072.0	2769.0	3900.0	5509.0	7393.0	9593.0	12633.0	15576.0	18716.0	21982.0	24478.0	26817.0	28343.0	29490.0	31530.0	36047.0	48063.0	74161.0	138825.0	436289.0
Res2_Phage_F6_1	44679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	20.0	52.0	409.0	1017.0	898.0	459.0	276.0	286.0	313.0	418.0	567.0	809.0	1311.0	2032.0	3029.0	5027.0	7842.0	13006.0	22505.0	41328.0	89356.0	386083.0
Res2_Phage_F6_2	42737.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	239.0	1015.0	1519.0	1503.0	1174.0	1202.0	1274.0	1556.0	1984.0	2266.0	3014.0	3792.0	4876.0	6088.0	7949.0	9827.0	12419.0	15652.0	19725.0	24669.0	29979.0	35790.0	39937.0	43365.0	64863.0	243298.0
Res2_Phage_G1_1	150594.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	18.0	17.0	21.0	19.0	37.0	71.0	148.0	353.0	1382.0	1889.0	1425.0	1049.0	969.0	1041.0	1186.0	1725.0	2514.0	3980.0	6157.0	9944.0	16075.0	25276.0	40414.0	64804.0	105746.0	182488.0	368331.0	1436887.0
Res2_Phage_G1_2	144813.0	0.0	0.0	0.0	0.0	4.0	13.0	33.0	99.0	302.0	1109.0	3201.0	4636.0	3988.0	3506.0	3661.0	4268.0	4892.0	5863.0	7095.0	9064.0	11498.0	14400.0	18111.0	22383.0	27502.0	33484.0	40249.0	47008.0	53003.0	60329.0	75198.0	112800.0	191354.0	379515.0	1141189.0
Res2_Phage_G2_1	4926.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	8.0	6.0	5.0	12.0	25.0	23.0	47.0	160.0	277.0	426.0	589.0	762.0	1135.0	1634.0	2617.0	3950.0	6139.0	9615.0	14639.0	22161.0	33065.0	48422.0	70097.0	100176.0	144563.0	243480.0	833447.0
Res2_Phage_G2_2	4682.0	0.0	0.0	0.0	1.0	13.0	30.0	41.0	98.0	74.0	131.0	413.0	929.0	1057.0	1169.0	1738.0	2695.0	3921.0	5809.0	8085.0	11363.0	15451.0	20858.0	27902.0	36540.0	47913.0	59397.0	71766.0	79642.0	80021.0	73114.0	72885.0	87175.0	121066.0	199052.0	507388.0
